block,timestamp,trade_size_usdc,uniswap_price,sushiswap_price,signed_spread,absolute_spread,relative_spread_pct,spot_buy_dex,spot_sell_dex,route_a_pnl,route_a_return_pct,route_b_pnl,route_b_return_pct,best_route,best_final_usdc,best_pnl_before_gas,best_return_before_gas_pct,profitable_before_gas
26011775,2026-09-19 13:11:23+00:00,500.0,2637.4214815244954,2641.417072362232,3.9955908377366223,3.9955908377366223,0.15149610578841086,Uniswap V3,SushiSwap V2,-4.235609,-0.8471218,-2.734104,-0.5468208,Uniswap V3 -> SushiSwap V2,497.265896,-2.734104,-0.5468208,False
26011775,2026-09-19 13:11:23+00:00,1000.0,2637.4214815244954,2641.417072362232,3.9955908377366223,3.9955908377366223,0.15149610578841086,Uniswap V3,SushiSwap V2,-11.912501,-1.1912501,-8.923398,-0.8923398,Uniswap V3 -> SushiSwap V2,991.076602,-8.923398,-0.8923398,False
26011775,2026-09-19 13:11:23+00:00,5000.0,2637.4214815244954,2641.417072362232,3.9955908377366223,3.9955908377366223,0.15149610578841086,Uniswap V3,SushiSwap V2,-193.030349,-3.86060698,-178.62006,-3.5724012,Uniswap V3 -> SushiSwap V2,4821.37994,-178.62006,-3.5724012,False
26011775,2026-09-19 13:11:23+00:00,10000.0,2637.4214815244954,2641.417072362232,3.9955908377366223,3.9955908377366223,0.15149610578841086,Uniswap V3,SushiSwap V2,-700.110859,-7.00110859,-672.530961,-6.72530961,Uniswap V3 -> SushiSwap V2,9327.469039,-672.530961,-6.72530961,False
26011776,2026-09-19 13:11:35+00:00,100.0,2636.1142994840557,2641.417072362232,5.302772878176145,5.302772878176145,0.20115868569181586,Uniswap V3,SushiSwap V2,-0.619369,-0.619369,-0.219247,-0.219247,Uniswap V3 -> SushiSwap V2,99.780753,-0.219247,-0.219247,False
26011776,2026-09-19 13:11:35+00:00,500.0,2636.1142994840557,2641.417072362232,5.302772878176145,5.302772878176145,0.20115868569181586,Uniswap V3,SushiSwap V2,-4.481323,-0.8962646,-2.488382,-0.4976764,Uniswap V3 -> SushiSwap V2,497.511618,-2.488382,-0.4976764,False
26011776,2026-09-19 13:11:35+00:00,1000.0,2636.1142994840557,2641.417072362232,5.302772878176145,5.302772878176145,0.20115868569181586,Uniswap V3,SushiSwap V2,-12.402225,-1.2402225,-8.435364,-0.8435364,Uniswap V3 -> SushiSwap V2,991.564636,-8.435364,-0.8435364,False
26011776,2026-09-19 13:11:35+00:00,5000.0,2636.1142994840557,2641.417072362232,5.302772878176145,5.302772878176145,0.20115868569181586,Uniswap V3,SushiSwap V2,-195.412797,-3.90825594,-176.310088,-3.52620176,Uniswap V3 -> SushiSwap V2,4823.689912,-176.310088,-3.52620176,False
26011776,2026-09-19 13:11:35+00:00,10000.0,2636.1142994840557,2641.417072362232,5.302772878176145,5.302772878176145,0.20115868569181586,Uniswap V3,SushiSwap V2,-704.720059,-7.04720059,-668.208216,-6.68208216,Uniswap V3 -> SushiSwap V2,9331.791784,-668.208216,-6.68208216,False
26011777,2026-09-19 13:11:47+00:00,100.0,2635.463951025392,2641.417072362232,5.9531213368400415,5.9531213368400415,0.22588513625936085,Uniswap V3,SushiSwap V2,-0.643887,-0.643887,-0.194641,-0.194641,Uniswap V3 -> SushiSwap V2,99.805359,-0.194641,-0.194641,False
