block,timestamp,trade_size_usdc,uniswap_price,sushiswap_price,signed_spread,absolute_spread,relative_spread_pct,spot_buy_dex,spot_sell_dex,route_a_pnl_before_gas,route_a_return_before_gas_pct,route_b_pnl_before_gas,route_b_return_before_gas_pct,best_route_before_gas,best_final_usdc_before_gas,best_pnl_before_gas,best_return_before_gas_pct,profitable_before_gas,gas_units,base_fee_gwei,priority_fee_gwei,effective_gas_price_gwei,gas_cost_eth,gas_cost_usdc,route_a_net_pnl,route_a_net_return_pct,route_b_net_pnl,route_b_net_return_pct,best_route_after_gas,best_net_pnl_usdc,best_net_return_pct,profitable_after_gas
26015287,2026-09-20 00:58:23+00:00,500.0,2626.903863955474,2628.195751180361,1.2918872248870246,1.2918872248870246,0.04917908274502891,Uniswap V3,SushiSwap V2,-3.732868,-0.7465736,-3.244618,-0.6489236,Uniswap V3 -> SushiSwap V2,496.755382,-3.244618,-0.6489236,False,300000,0.053983373,1.0,1.053983373,0.0003161950119,0.8306138985235572,-4.563481898523557,-0.9126963797047114,-4.075231898523557,-0.8150463797047114,Uniswap V3 -> SushiSwap V2,-4.075231898523557,-0.8150463797047114,False
26015287,2026-09-20 00:58:23+00:00,1000.0,2626.903863955474,2628.195751180361,1.2918872248870246,1.2918872248870246,0.04917908274502891,Uniswap V3,SushiSwap V2,-10.918944,-1.0918944,-9.94582,-0.994582,Uniswap V3 -> SushiSwap V2,990.05418,-9.94582,-0.994582,False,300000,0.053983373,1.0,1.053983373,0.0003161950119,0.8306138985235572,-11.749557898523557,-1.1749557898523557,-10.776433898523557,-1.0776433898523556,Uniswap V3 -> SushiSwap V2,-10.776433898523557,-1.0776433898523556,False
26015287,2026-09-20 00:58:23+00:00,5000.0,2626.903863955474,2628.195751180361,1.2918872248870246,1.2918872248870246,0.04917908274502891,Uniswap V3,SushiSwap V2,-188.515018,-3.77030036,-183.780347,-3.67560694,Uniswap V3 -> SushiSwap V2,4816.219653,-183.780347,-3.67560694,False,300000,0.053983373,1.0,1.053983373,0.0003161950119,0.8306138985235572,-189.34563189852355,-3.786912637970471,-184.61096089852356,-3.692219217970471,Uniswap V3 -> SushiSwap V2,-184.61096089852356,-3.692219217970471,False
26015287,2026-09-20 00:58:23+00:00,10000.0,2626.903863955474,2628.195751180361,1.2918872248870246,1.2918872248870246,0.04917908274502891,Uniswap V3,SushiSwap V2,-692.09947,-6.9209947,-682.938323,-6.82938323,Uniswap V3 -> SushiSwap V2,9317.061677,-682.938323,-6.82938323,False,300000,0.053983373,1.0,1.053983373,0.0003161950119,0.8306138985235572,-692.9300838985235,-6.9293008389852355,-683.7689368985235,-6.837689368985235,Uniswap V3 -> SushiSwap V2,-683.7689368985235,-6.837689368985235,False
26015288,2026-09-20 00:58:35+00:00,100.0,2626.8131475347736,2628.195751180361,1.382603645587783,1.382603645587783,0.052634259383288716,Uniswap V3,SushiSwap V2,-0.472014,-0.472014,-0.367216,-0.367216,Uniswap V3 -> SushiSwap V2,99.632784,-0.367216,-0.367216,False,300000,0.051435739,1.0,1.051435739,0.0003154307217,0.8285775668979422,-1.3005915668979422,-1.3005915668979422,-1.1957935668979423,-1.1957935668979423,Uniswap V3 -> SushiSwap V2,-1.1957935668979423,-1.1957935668979423,False
26015288,2026-09-20 00:58:35+00:00,500.0,2626.8131475347736,2628.195751180361,1.382603645587783,1.382603645587783,0.052634259383288716,Uniswap V3,SushiSwap V2,-3.750006,-0.7500012,-3.227522,-0.6455044,Uniswap V3 -> SushiSwap V2,496.772478,-3.227522,-0.6455044,False,300000,0.051435739,1.0,1.051435739,0.0003154307217,0.8285775668979422,-4.578583566897942,-0.9157167133795885,-4.0560995668979425,-0.8112199133795884,Uniswap V3 -> SushiSwap V2,-4.0560995668979425,-0.8112199133795884,False
26015288,2026-09-20 00:58:35+00:00,1000.0,2626.8131475347736,2628.195751180361,1.382603645587783,1.382603645587783,0.052634259383288716,Uniswap V3,SushiSwap V2,-10.9531,-1.09531,-9.911866,-0.9911866,Uniswap V3 -> SushiSwap V2,990.088134,-9.911866,-0.9911866,False,300000,0.051435739,1.0,1.051435739,0.0003154307217,0.8285775668979422,-11.781677566897942,-1.1781677566897941,-10.740443566897943,-1.0740443566897941,Uniswap V3 -> SushiSwap V2,-10.740443566897943,-1.0740443566897941,False
26015288,2026-09-20 00:58:35+00:00,5000.0,2626.8131475347736,2628.195751180361,1.382603645587783,1.382603645587783,0.052634259383288716,Uniswap V3,SushiSwap V2,-188.681174,-3.77362348,-183.619648,-3.67239296,Uniswap V3 -> SushiSwap V2,4816.380352,-183.619648,-3.67239296,False,300000,0.051435739,1.0,1.051435739,0.0003154307217,0.8285775668979422,-189.50975156689793,-3.7901950313379587,-184.44822556689795,-3.688964511337959,Uniswap V3 -> SushiSwap V2,-184.44822556689795,-3.688964511337959,False
26015288,2026-09-20 00:58:35+00:00,10000.0,2626.8131475347736,2628.195751180361,1.382603645587783,1.382603645587783,0.052634259383288716,Uniswap V3,SushiSwap V2,-692.420899,-6.92420899,-682.637624,-6.82637624,Uniswap V3 -> SushiSwap V2,9317.362376,-682.637624,-6.82637624,False,300000,0.051435739,1.0,1.051435739,0.0003154307217,0.8285775668979422,-693.2494765668979,-6.932494765668979,-683.4662015668979,-6.83466201566898,Uniswap V3 -> SushiSwap V2,-683.4662015668979,-6.83466201566898,False
26015289,2026-09-20 00:58:47+00:00,100.0,2626.8122099551033,2628.195751180361,1.383541225258153,1.383541225258153,0.052669970849640604,Uniswap V3,SushiSwap V2,-0.472049,-0.472049,-0.367181,-0.367181,Uniswap V3 -> SushiSwap V2,99.632819,-0.367181,-0.367181,False,300000,0.04873664,1.0,1.04873664,0.000314620992,0.8264502632937868,-1.2984992632937868,-1.2984992632937868,-1.1936312632937869,-1.1936312632937869,Uniswap V3 -> SushiSwap V2,-1.1936312632937869,-1.1936312632937869,False
26015289,2026-09-20 00:58:47+00:00,500.0,2626.8122099551033,2628.195751180361,1.383541225258153,1.383541225258153,0.052669970849640604,Uniswap V3,SushiSwap V2,-3.750183,-0.7500366,-3.227346,-0.6454692,Uniswap V3 -> SushiSwap V2,496.772654,-3.227346,-0.6454692,False,300000,0.04873664,1.0,1.04873664,0.000314620992,0.8264502632937868,-4.576633263293787,-0.9153266526587573,-4.053796263293787,-0.8107592526587574,Uniswap V3 -> SushiSwap V2,-4.053796263293787,-0.8107592526587574,False
26015289,2026-09-20 00:58:47+00:00,1000.0,2626.8122099551033,2628.195751180361,1.383541225258153,1.383541225258153,0.052669970849640604,Uniswap V3,SushiSwap V2,-10.953453,-1.0953453,-9.911515,-0.9911515,Uniswap V3 -> SushiSwap V2,990.088485,-9.911515,-0.9911515,False,300000,0.04873664,1.0,1.04873664,0.000314620992,0.8264502632937868,-11.779903263293788,-1.1779903263293787,-10.737965263293788,-1.0737965263293787,Uniswap V3 -> SushiSwap V2,-10.737965263293788,-1.0737965263293787,False
26015289,2026-09-20 00:58:47+00:00,5000.0,2626.8122099551033,2628.195751180361,1.383541225258153,1.383541225258153,0.052669970849640604,Uniswap V3,SushiSwap V2,-188.682892,-3.77365784,-183.617987,-3.67235974,Uniswap V3 -> SushiSwap V2,4816.382013,-183.617987,-3.67235974,False,300000,0.04873664,1.0,1.04873664,0.000314620992,0.8264502632937868,-189.50934226329377,-3.790186845265876,-184.4444372632938,-3.6888887452658756,Uniswap V3 -> SushiSwap V2,-184.4444372632938,-3.6888887452658756,False
26015289,2026-09-20 00:58:47+00:00,10000.0,2626.8122099551033,2628.195751180361,1.383541225258153,1.383541225258153,0.052669970849640604,Uniswap V3,SushiSwap V2,-692.424221,-6.92424221,-682.634517,-6.82634517,Uniswap V3 -> SushiSwap V2,9317.365483,-682.634517,-6.82634517,False,300000,0.04873664,1.0,1.04873664,0.000314620992,0.8264502632937868,-693.2506712632938,-6.932506712632938,-683.4609672632938,-6.834609672632938,Uniswap V3 -> SushiSwap V2,-683.4609672632938,-6.834609672632938,False
26015290,2026-09-20 00:58:59+00:00,100.0,2626.8122099551033,2628.195751180361,1.383541225258153,1.383541225258153,0.052669970849640604,Uniswap V3,SushiSwap V2,-0.472049,-0.472049,-0.367181,-0.367181,Uniswap V3 -> SushiSwap V2,99.632819,-0.367181,-0.367181,False,300000,0.054193047,1.0,1.054193047,0.0003162579141,0.8307501502528122,-1.3027991502528122,-1.3027991502528122,-1.1979311502528123,-1.1979311502528123,Uniswap V3 -> SushiSwap V2,-1.1979311502528123,-1.1979311502528123,False
26015290,2026-09-20 00:58:59+00:00,500.0,2626.8122099551033,2628.195751180361,1.383541225258153,1.383541225258153,0.052669970849640604,Uniswap V3,SushiSwap V2,-3.750183,-0.7500366,-3.227346,-0.6454692,Uniswap V3 -> SushiSwap V2,496.772654,-3.227346,-0.6454692,False,300000,0.054193047,1.0,1.054193047,0.0003162579141,0.8307501502528122,-4.580933150252812,-0.9161866300505624,-4.058096150252812,-0.8116192300505625,Uniswap V3 -> SushiSwap V2,-4.058096150252812,-0.8116192300505625,False
26015290,2026-09-20 00:58:59+00:00,1000.0,2626.8122099551033,2628.195751180361,1.383541225258153,1.383541225258153,0.052669970849640604,Uniswap V3,SushiSwap V2,-10.953453,-1.0953453,-9.911515,-0.9911515,Uniswap V3 -> SushiSwap V2,990.088485,-9.911515,-0.9911515,False,300000,0.054193047,1.0,1.054193047,0.0003162579141,0.8307501502528122,-11.784203150252813,-1.1784203150252812,-10.742265150252813,-1.0742265150252812,Uniswap V3 -> SushiSwap V2,-10.742265150252813,-1.0742265150252812,False
26015290,2026-09-20 00:58:59+00:00,5000.0,2626.8122099551033,2628.195751180361,1.383541225258153,1.383541225258153,0.052669970849640604,Uniswap V3,SushiSwap V2,-188.682892,-3.77365784,-183.617987,-3.67235974,Uniswap V3 -> SushiSwap V2,4816.382013,-183.617987,-3.67235974,False,300000,0.054193047,1.0,1.054193047,0.0003162579141,0.8307501502528122,-189.51364215025282,-3.7902728430050563,-184.4487371502528,-3.688974743005056,Uniswap V3 -> SushiSwap V2,-184.4487371502528,-3.688974743005056,False
26015290,2026-09-20 00:58:59+00:00,10000.0,2626.8122099551033,2628.195751180361,1.383541225258153,1.383541225258153,0.052669970849640604,Uniswap V3,SushiSwap V2,-692.424221,-6.92424221,-682.634517,-6.82634517,Uniswap V3 -> SushiSwap V2,9317.365483,-682.634517,-6.82634517,False,300000,0.054193047,1.0,1.054193047,0.0003162579141,0.8307501502528122,-693.2549711502528,-6.932549711502528,-683.4652671502528,-6.834652671502528,Uniswap V3 -> SushiSwap V2,-683.4652671502528,-6.834652671502528,False
26015291,2026-09-20 00:59:11+00:00,100.0,2626.8194474165994,2628.195751180361,1.3763037637616966,1.3763037637616966,0.052394303883932763,Uniswap V3,SushiSwap V2,-0.471775,-0.471775,-0.367455,-0.367455,Uniswap V3 -> SushiSwap V2,99.632545,-0.367455,-0.367455,False,300000,0.053407111,1.0,1.053407111,0.0003160221333,0.830133085566521,-1.301908085566521,-1.301908085566521,-1.197588085566521,-1.197588085566521,Uniswap V3 -> SushiSwap V2,-1.197588085566521,-1.197588085566521,False
26015291,2026-09-20 00:59:11+00:00,500.0,2626.8194474165994,2628.195751180361,1.3763037637616966,1.3763037637616966,0.052394303883932763,Uniswap V3,SushiSwap V2,-3.748816,-0.7497632,-3.22871,-0.645742,Uniswap V3 -> SushiSwap V2,496.77129,-3.22871,-0.645742,False,300000,0.053407111,1.0,1.053407111,0.0003160221333,0.830133085566521,-4.578949085566521,-0.9157898171133042,-4.058843085566521,-0.8117686171133042,Uniswap V3 -> SushiSwap V2,-4.058843085566521,-0.8117686171133042,False
26015291,2026-09-20 00:59:11+00:00,1000.0,2626.8194474165994,2628.195751180361,1.3763037637616966,1.3763037637616966,0.052394303883932763,Uniswap V3,SushiSwap V2,-10.950728,-1.0950728,-9.914224,-0.9914224,Uniswap V3 -> SushiSwap V2,990.085776,-9.914224,-0.9914224,False,300000,0.053407111,1.0,1.053407111,0.0003160221333,0.830133085566521,-11.78086108556652,-1.178086108556652,-10.744357085566522,-1.074435708556652,Uniswap V3 -> SushiSwap V2,-10.744357085566522,-1.074435708556652,False
26015291,2026-09-20 00:59:11+00:00,5000.0,2626.8194474165994,2628.195751180361,1.3763037637616966,1.3763037637616966,0.052394303883932763,Uniswap V3,SushiSwap V2,-188.669636,-3.77339272,-183.630808,-3.67261616,Uniswap V3 -> SushiSwap V2,4816.369192,-183.630808,-3.67261616,False,300000,0.053407111,1.0,1.053407111,0.0003160221333,0.830133085566521,-189.49976908556653,-3.7899953817113303,-184.46094108556653,-3.6892188217113304,Uniswap V3 -> SushiSwap V2,-184.46094108556653,-3.6892188217113304,False
26015291,2026-09-20 00:59:11+00:00,10000.0,2626.8194474165994,2628.195751180361,1.3763037637616966,1.3763037637616966,0.052394303883932763,Uniswap V3,SushiSwap V2,-692.398577,-6.92398577,-682.658507,-6.82658507,Uniswap V3 -> SushiSwap V2,9317.341493,-682.658507,-6.82658507,False,300000,0.053407111,1.0,1.053407111,0.0003160221333,0.830133085566521,-693.2287100855665,-6.932287100855665,-683.4886400855665,-6.834886400855665,Uniswap V3 -> SushiSwap V2,-683.4886400855665,-6.834886400855665,False
26015292,2026-09-20 00:59:23+00:00,100.0,2626.8194474165994,2628.195751180361,1.3763037637616966,1.3763037637616966,0.052394303883932763,Uniswap V3,SushiSwap V2,-0.471775,-0.471775,-0.367455,-0.367455,Uniswap V3 -> SushiSwap V2,99.632545,-0.367455,-0.367455,False,300000,0.051243116,1.0,1.051243116,0.0003153729348,0.8284277583214873,-1.3002027583214872,-1.3002027583214872,-1.1958827583214873,-1.1958827583214873,Uniswap V3 -> SushiSwap V2,-1.1958827583214873,-1.1958827583214873,False
26015292,2026-09-20 00:59:23+00:00,500.0,2626.8194474165994,2628.195751180361,1.3763037637616966,1.3763037637616966,0.052394303883932763,Uniswap V3,SushiSwap V2,-3.748816,-0.7497632,-3.22871,-0.645742,Uniswap V3 -> SushiSwap V2,496.77129,-3.22871,-0.645742,False,300000,0.051243116,1.0,1.051243116,0.0003153729348,0.8284277583214873,-4.5772437583214876,-0.9154487516642975,-4.057137758321487,-0.8114275516642975,Uniswap V3 -> SushiSwap V2,-4.057137758321487,-0.8114275516642975,False
26015292,2026-09-20 00:59:23+00:00,1000.0,2626.8194474165994,2628.195751180361,1.3763037637616966,1.3763037637616966,0.052394303883932763,Uniswap V3,SushiSwap V2,-10.950728,-1.0950728,-9.914224,-0.9914224,Uniswap V3 -> SushiSwap V2,990.085776,-9.914224,-0.9914224,False,300000,0.051243116,1.0,1.051243116,0.0003153729348,0.8284277583214873,-11.779155758321487,-1.1779155758321487,-10.742651758321488,-1.0742651758321486,Uniswap V3 -> SushiSwap V2,-10.742651758321488,-1.0742651758321486,False
26015292,2026-09-20 00:59:23+00:00,5000.0,2626.8194474165994,2628.195751180361,1.3763037637616966,1.3763037637616966,0.052394303883932763,Uniswap V3,SushiSwap V2,-188.669636,-3.77339272,-183.630808,-3.67261616,Uniswap V3 -> SushiSwap V2,4816.369192,-183.630808,-3.67261616,False,300000,0.051243116,1.0,1.051243116,0.0003153729348,0.8284277583214873,-189.49806375832148,-3.7899612751664296,-184.45923575832148,-3.6891847151664297,Uniswap V3 -> SushiSwap V2,-184.45923575832148,-3.6891847151664297,False
26015292,2026-09-20 00:59:23+00:00,10000.0,2626.8194474165994,2628.195751180361,1.3763037637616966,1.3763037637616966,0.052394303883932763,Uniswap V3,SushiSwap V2,-692.398577,-6.92398577,-682.658507,-6.82658507,Uniswap V3 -> SushiSwap V2,9317.341493,-682.658507,-6.82658507,False,300000,0.051243116,1.0,1.051243116,0.0003153729348,0.8284277583214873,-693.2270047583215,-6.932270047583215,-683.4869347583215,-6.834869347583215,Uniswap V3 -> SushiSwap V2,-683.4869347583215,-6.834869347583215,False
26015293,2026-09-20 00:59:35+00:00,100.0,2626.822165103696,2628.195751180361,1.373586076665247,1.373586076665247,0.0522907905572292,Uniswap V3,SushiSwap V2,-0.471672,-0.471672,-0.367558,-0.367558,Uniswap V3 -> SushiSwap V2,99.632442,-0.367558,-0.367558,False,300000,0.050568449,1.0,1.050568449,0.0003151705347,0.8278969463375435,-1.2995689463375435,-1.2995689463375435,-1.1954549463375435,-1.1954549463375435,Uniswap V3 -> SushiSwap V2,-1.1954549463375435,-1.1954549463375435,False
26015293,2026-09-20 00:59:35+00:00,500.0,2626.822165103696,2628.195751180361,1.373586076665247,1.373586076665247,0.0522907905572292,Uniswap V3,SushiSwap V2,-3.748302,-0.7496604,-3.229222,-0.6458444,Uniswap V3 -> SushiSwap V2,496.770778,-3.229222,-0.6458444,False,300000,0.050568449,1.0,1.050568449,0.0003151705347,0.8278969463375435,-4.576198946337543,-0.9152397892675087,-4.057118946337543,-0.8114237892675087,Uniswap V3 -> SushiSwap V2,-4.057118946337543,-0.8114237892675087,False
26015293,2026-09-20 00:59:35+00:00,1000.0,2626.822165103696,2628.195751180361,1.373586076665247,1.373586076665247,0.0522907905572292,Uniswap V3,SushiSwap V2,-10.949705,-1.0949705,-9.915241,-0.9915241,Uniswap V3 -> SushiSwap V2,990.084759,-9.915241,-0.9915241,False,300000,0.050568449,1.0,1.050568449,0.0003151705347,0.8278969463375435,-11.777601946337544,-1.1777601946337544,-10.743137946337544,-1.0743137946337544,Uniswap V3 -> SushiSwap V2,-10.743137946337544,-1.0743137946337544,False
26015293,2026-09-20 00:59:35+00:00,5000.0,2626.822165103696,2628.195751180361,1.373586076665247,1.373586076665247,0.0522907905572292,Uniswap V3,SushiSwap V2,-188.664658,-3.77329316,-183.635623,-3.67271246,Uniswap V3 -> SushiSwap V2,4816.364377,-183.635623,-3.67271246,False,300000,0.050568449,1.0,1.050568449,0.0003151705347,0.8278969463375435,-189.49255494633755,-3.789851098926751,-184.46351994633756,-3.689270398926751,Uniswap V3 -> SushiSwap V2,-184.46351994633756,-3.689270398926751,False
26015293,2026-09-20 00:59:35+00:00,10000.0,2626.822165103696,2628.195751180361,1.373586076665247,1.373586076665247,0.0522907905572292,Uniswap V3,SushiSwap V2,-692.388948,-6.92388948,-682.667516,-6.82667516,Uniswap V3 -> SushiSwap V2,9317.332484,-682.667516,-6.82667516,False,300000,0.050568449,1.0,1.050568449,0.0003151705347,0.8278969463375435,-693.2168449463376,-6.932168449463376,-683.4954129463375,-6.834954129463376,Uniswap V3 -> SushiSwap V2,-683.4954129463375,-6.834954129463376,False
26015294,2026-09-20 00:59:47+00:00,100.0,2626.822165103696,2628.195751180361,1.373586076665247,1.373586076665247,0.0522907905572292,Uniswap V3,SushiSwap V2,-0.471672,-0.471672,-0.367558,-0.367558,Uniswap V3 -> SushiSwap V2,99.632442,-0.367558,-0.367558,False,300000,0.05311385,1.0,1.05311385,0.000315934155,0.8299028410673067,-1.3015748410673067,-1.3015748410673067,-1.1974608410673067,-1.1974608410673067,Uniswap V3 -> SushiSwap V2,-1.1974608410673067,-1.1974608410673067,False
26015294,2026-09-20 00:59:47+00:00,500.0,2626.822165103696,2628.195751180361,1.373586076665247,1.373586076665247,0.0522907905572292,Uniswap V3,SushiSwap V2,-3.748302,-0.7496604,-3.229222,-0.6458444,Uniswap V3 -> SushiSwap V2,496.770778,-3.229222,-0.6458444,False,300000,0.05311385,1.0,1.05311385,0.000315934155,0.8299028410673067,-4.578204841067307,-0.9156409682134613,-4.059124841067307,-0.8118249682134613,Uniswap V3 -> SushiSwap V2,-4.059124841067307,-0.8118249682134613,False
26015294,2026-09-20 00:59:47+00:00,1000.0,2626.822165103696,2628.195751180361,1.373586076665247,1.373586076665247,0.0522907905572292,Uniswap V3,SushiSwap V2,-10.949705,-1.0949705,-9.915241,-0.9915241,Uniswap V3 -> SushiSwap V2,990.084759,-9.915241,-0.9915241,False,300000,0.05311385,1.0,1.05311385,0.000315934155,0.8299028410673067,-11.779607841067307,-1.1779607841067308,-10.745143841067307,-1.0745143841067306,Uniswap V3 -> SushiSwap V2,-10.745143841067307,-1.0745143841067306,False
26015294,2026-09-20 00:59:47+00:00,5000.0,2626.822165103696,2628.195751180361,1.373586076665247,1.373586076665247,0.0522907905572292,Uniswap V3,SushiSwap V2,-188.664658,-3.77329316,-183.635623,-3.67271246,Uniswap V3 -> SushiSwap V2,4816.364377,-183.635623,-3.67271246,False,300000,0.05311385,1.0,1.05311385,0.000315934155,0.8299028410673067,-189.4945608410673,-3.789891216821346,-184.46552584106732,-3.689310516821346,Uniswap V3 -> SushiSwap V2,-184.46552584106732,-3.689310516821346,False
26015294,2026-09-20 00:59:47+00:00,10000.0,2626.822165103696,2628.195751180361,1.373586076665247,1.373586076665247,0.0522907905572292,Uniswap V3,SushiSwap V2,-692.388948,-6.92388948,-682.667516,-6.82667516,Uniswap V3 -> SushiSwap V2,9317.332484,-682.667516,-6.82667516,False,300000,0.05311385,1.0,1.05311385,0.000315934155,0.8299028410673067,-693.2188508410673,-6.932188508410673,-683.4974188410673,-6.834974188410673,Uniswap V3 -> SushiSwap V2,-683.4974188410673,-6.834974188410673,False
